Time,Wave_Height
27.8,-0.099205478716938
27.81,-0.100916388406379
27.82,-0.10261694812997
27.83,-0.10430702872916
27.84,-0.105986500336726
27.85,-0.107655232192877
27.86,-0.109313092463816
27.87,-0.110959948063187
27.88,-0.112595664476738
27.89,-0.11422010559061
27.9,-0.11583313352361
27.91,-0.117434608463828
27.92,-0.119024388509979
27.93,-0.120602329517799
27.94,-0.122168284951865
27.95,-0.123722105743163
27.96,-0.125263640152755
27.97,-0.12679273364185
27.98,-0.128309228748615
27.99,-0.129812964972004
28,-0.131303778662948
28.01,-0.132781502923137
28.02,-0.134245967511704
28.03,-0.135696998760086
28.04,-0.137134419495263
28.05,-0.138558048971675
28.06,-0.139967702811998
28.07,-0.14136319295703
28.08,-0.14274432762485
28.09,-0.14411091127947
28.1,-0.145462744609135
28.11,-0.146799624514432
28.12,-0.148121344106361
28.13,-0.149427692714473
28.14,-0.150718455905219
28.15,-0.151993415510586
28.16,-0.1532523496671
28.17,-0.154495032865289
28.18,-0.155721236009606
28.19,-0.156930726488908
28.2,-0.158123268257446
28.21,-0.159298621926412
28.22,-0.160456544866001
28.23,-0.161596791317963
28.24,-0.162719112518601
28.25,-0.16382325683213
28.26,-0.164908969894337
28.27,-0.165975994766423
28.28,-0.167024072098919
28.29,-0.168052940305544
28.3,-0.169062335746848
28.31,-0.170051992923482
28.32,-0.171021644678906
28.33,-0.171971022411348
28.34,-0.172899856294777
28.35,-0.173807875508701
28.36,-0.1746948084765
28.37,-0.175560383112059
28.38,-0.176404327074446
28.39,-0.177226368030291
28.4,-0.17802623392363
28.41,-0.178803653252846
28.42,-0.179558355354411
28.43,-0.180290070693066
28.44,-0.180998531158106
28.45,-0.181683470365383
28.46,-0.182344623964661
28.47,-0.182981729951945
28.48,-0.183594528986363
28.49,-0.184182764711201
28.5,-0.184746184078694
28.51,-0.185284537678114
28.52,-0.18579758006674
28.53,-0.186285070103266
28.54,-0.186746771283196
28.55,-0.187182452075761
28.56,-0.187591886261917
28.57,-0.18797485327294
28.58,-0.188331138529152
28.59,-0.188660533778302
28.6,-0.188962837433132
28.61,-0.189237854907634
28.62,-0.189485398951523
28.63,-0.189705289982445
28.64,-0.189897356415428
28.65,-0.190061434989092
28.66,-0.190197371088151
28.67,-0.190305019061696
28.68,-0.190384242536809
28.69,-0.190434914727013
28.7,-0.190456918735085
28.71,-0.19045014784978
28.72,-0.190414505835981
28.73,-0.190349907217831
28.74,-0.190256277554387
28.75,-0.190133553707364
28.76,-0.189981684100512
28.77,-0.189800628970209
28.78,-0.18959036060686
28.79,-0.189350863586667
28.8,-0.18908213499339
28.81,-0.188784184629706
28.82,-0.188457035217773
28.83,-0.188100722588662
28.84,-0.187715295860266
28.85,-0.187300817603383
28.86,-0.186857363995621
28.87,-0.186385024962818
28.88,-0.185883904307684
28.89,-0.185354119825379
28.9,-0.184795803405753
28.91,-0.184209101122016
28.92,-0.183594173305571
28.93,-0.182951194606828
28.94,-0.182280354041762
28.95,-0.181581855024071
28.96,-0.180855915382723
28.97,-0.180102767364793
28.98,-0.179322657623409
28.99,-0.178515847190752
29,-0.177682611435971
29.01,-0.176823240007964
29.02,-0.175938036762976
29.03,-0.17502731967697
29.04,-0.174091420742753
29.05,-0.173130685851886
29.06,-0.172145474661374
29.07,-0.171136160445203
29.08,-0.170103129930786
29.09,-0.169046783120397
29.1,-0.167967533097696
29.11,-0.166865805819494
29.12,-0.165742039892863
29.13,-0.164596686337795
29.14,-0.163430208335568
29.15,-0.162243080963027
29.16,-0.161035790913023
29.17,-0.159808836201209
29.18,-0.158562725859498
29.19,-0.157297979616431
29.2,-0.156015127564765
29.21,-0.154714709816586
29.22,-0.153397276146287
29.23,-0.152063385621749
29.24,-0.150713606224106
29.25,-0.149348514456448
29.26,-0.147968694941892
29.27,-0.146574740011398
29.28,-0.14516724928179
29.29,-0.143746829224395
29.3,-0.142314092724764
29.31,-0.140869658633956
29.32,-0.139414151311839
29.33,-0.137948200162922
29.34,-0.136472439165208
29.35,-0.134987506392587
29.36,-0.133494043531303
29.37,-0.131992695390991
29.38,-0.130484109410886
29.39,-0.128968935161691
29.4,-0.127447823843716
29.41,-0.125921427781804
29.42,-0.124390399917651
29.43,-0.122855393300082
29.44,-0.121317060573841
29.45,-0.119776053467525
29.46,-0.118233022281194
29.47,-0.116688615374295
29.48,-0.115143478654443
29.49,-0.113598255067686
29.5,-0.112053584090821
29.51,-0.110510101226361
29.52,-0.108968437500731
29.53,-0.107429218966287
29.54,-0.105893066207724
29.55,-0.104360593853472
29.56,-0.102832410092628
29.57,-0.101309116198008
29.58,-0.0997913060558604
29.59,-0.0982795657028221
29.6,-0.096774472870626
29.61,-0.0952765965391259
29.62,-0.0937864964981461
29.63,-0.0923047229186851
29.64,-0.09083181593397
29.65,-0.0893683052308547
29.66,-0.0879147096520585
29.67,-0.0864715368096899
29.68,-0.0850392827105357
29.69,-0.0836184313935415
29.7,-0.0822094545799132
29.71,-0.0808128113362508
29.72,-0.0794289477511208
29.73,-0.0780582966254191
29.74,-0.0767012771769245
29.75,-0.0753582947593473
29.76,-0.0740297405962319
29.77,-0.0727159915300039
29.78,-0.0714174097864494
29.79,-0.0701343427549169
29.8,-0.0688671227844549
29.81,-0.0676160669961611
29.82,-0.0663814771119105
29.83,-0.0651636392996803
29.84,-0.063962824035623
29.85,-0.0627792859830447
29.86,-0.0616132638884059
29.87,-0.0604649804944553
29.88,-0.0593346424705739
29.89,-0.0582224403603829
29.9,-0.0571285485466752
29.91,-0.0560531252336522
29.92,-0.0549963124464919
29.93,-0.0539582360482019
29.94,-0.0529390057737012
29.95,-0.0519387152810741
29.96,-0.0509574422198876
29.97,-0.0499952483164592
29.98,-0.0490521794759363
29.99,-0.0481282659010211
30,-0.0472235222271651
30.01,-0.0463379476740266
30.02,-0.0454715262129632
30.03,-0.0446242267503117
30.04,-0.0437960033262051
30.05,-0.0429867953286143
30.06,-0.0421965277223303
30.07,-0.0414251112925489
30.08,-0.0406724429027209
30.09,-0.0399384057662982
30.1,-0.0392228697320005
30.11,-0.0385256915821973
30.12,-0.0378467153439996
30.13,-0.0371857726126168
30.14,-0.0365426828865408
30.15,-0.0359172539140962
30.16,-0.0353092820508591
30.17,-0.0347185526274785
30.18,-0.0341448403273864
30.19,-0.03358790957386
30.2,-0.0330475149259373
30.21,-0.0325234014826214
30.22,-0.0320153052948346
30.23,-0.0315229537845494
30.24,-0.0310460661705381
30.25,-0.0305843539001573
30.26,-0.0301375210865715
30.27,-0.0297052649508436
30.28,-0.0292872762682701
30.29,-0.0288832398183793
30.3,-0.0284928348379627
30.31,-0.0281157354765455
30.32,-0.0277516112536732
30.33,-0.0274001275174044
30.34,-0.0270609459033851
30.35,-0.0267337247938897
30.36,-0.02641811977623
30.37,-0.026113784099884
30.38,-0.0258203691317707
30.39,-0.0255375248090347
30.4,-0.0252649000887458
30.41,-0.0250021433939315
30.42,-0.0247489030553093
30.43,-0.0245048277481842
30.44,-0.0242695669238842
30.45,-0.0240427712352019
30.46,-0.0238240929552592
30.47,-0.0236131863892484
30.48,-0.0234097082785162
30.49,-0.0232133181964516
30.5,-0.0230236789356795
30.51,-0.0228404568860234
30.52,-0.022663322402794
30.53,-0.022491950164879
30.54,-0.0223260195222165
30.55,-0.0221652148321758
30.56,-0.0220092257844407
30.57,-0.0218577477139663
30.58,-0.0217104819016322
30.59,-0.0215671358622009
30.6,-0.0214274236192352
30.61,-0.0212910659666376
30.62,-0.0211577907164894
30.63,-0.021027332932889
30.64,-0.0208994351515265
30.65,-0.0207738475847201
30.66,-0.0206503283116962
30.67,-0.0205286434538897
30.68,-0.0204085673350816
30.69,-0.0202898826261959
30.7,-0.0201723804746239
30.71,-0.0200558606179381
30.72,-0.0199401314819099
30.73,-0.0198250102627455
30.74,-0.0197103229934835
30.75,-0.0195959045945454
30.76,-0.0194815989083982
30.77,-0.0193672587183837
30.78,-0.0192527457517305
30.79,-0.0191379306668138
30.8,-0.0190226930247704
30.81,-0.0189069212455561
30.82,-0.0187905125485987
30.83,-0.0186733728781881
30.84,-0.0185554168137957
30.85,-0.0184365674655234
30.86,-0.0183167563549032
30.87,-0.0181959232812941
30.88,-0.0180740161741536
30.89,-0.0179509909314638
30.9,-0.0178268112446287
30.91,-0.0177014484101754
30.92,-0.0175748811286037
30.93,-0.0174470952907662
30.94,-0.0173180837521562
30.95,-0.0171878460955283
30.96,-0.0170563883822583
30.97,-0.0169237228929108
30.98,-0.016789867857447
30.99,-0.0166548471755792
31,-0.0165186901277398
31.01,-0.016381431077189
31.02,-0.0162431091637673
31.03,-0.0161037679898451
31.04,-0.0159634552989973
31.05,-0.0158222226479779
31.06,-0.0156801250725496
31.07,-0.0155372207477619
31.08,-0.0153935706432538
31.09,-0.0152492381741845
31.1,-0.0151042888484063
31.11,-0.0149587899104664
31.12,-0.0148128099830828
31.13,-0.014666418706695
31.14,-0.0145196863777296
31.15,-0.0143726835862058
31.16,-0.0142254808533049
31.17,-0.0140781482695496
31.18,-0.0139307551342153
31.19,-0.0137833695966075
31.2,-0.013636058299849
31.21,-0.0134888860277777
31.22,-0.0133419153556094
31.23,-0.0131952063049657
31.24,-0.0130488160038867
31.25,-0.0129027983524514
31.26,-0.0127572036945771
31.27,-0.0126120784966228
31.28,-0.0124674650333641
31.29,-0.0123234010819084
31.3,-0.0121799196241402
31.31,-0.0120370485582151
31.32,-0.0118948104196636
31.33,-0.0117532221126331
31.34,-0.0116122946517585
31.35,-0.0114720329151875
31.36,-0.0113324354092127
31.37,-0.0111934940450038
31.38,-0.0110551939278626
31.39,-0.0109175131594435
31.4,-0.0107804226533518
31.41,-0.0106438859645049
31.42,-0.0105078591326229
31.43,-0.0103722905402221
31.44,-0.0102371207854107
31.45,-0.0101022825698128
31.46,-0.00996770060190689
31.47,-0.00983329151603392
31.48,-0.00969896380731073
31.49,-0.00956461778267751
31.5,-0.00943014552825883
31.51,-0.00929543089320861
31.52,-0.00916034949018292
31.53,-0.00902476871254635
31.54,-0.00888854776842335
31.55,-0.0087515377316341
31.56,-0.00861358160957185
31.57,-0.0084745144280286
31.58,-0.00833416333295717
31.59,-0.00819234770912243
31.6,-0.00804887931559172
31.61,-0.00790356243794389
31.62,-0.00775619405711583
31.63,-0.00760656403470352
31.64,-0.00745445531456576
31.65,-0.00729964414053515
31.66,-0.00714190028999176
31.67,-0.00698098732307619
31.68,-0.00681666284724159
31.69,-0.00664867879686631
31.7,-0.00647678172757476
31.71,-0.00630071312494971
31.72,-0.00612020972722209
31.73,-0.00593500386157972
31.74,-0.00574482379363617
31.75,-0.0055493940896427
31.76,-0.00534843599096678
31.77,-0.00514166780033379
31.78,-0.00492880527934922
31.79,-0.00470956205675466
31.8,-0.00448365004686056
31.81,-0.00425077987760077
31.82,-0.00401066132761857
31.83,-0.00376300377176636
31.84,-0.00350751663441275
31.85,-0.00324390984990495
31.86,-0.00297189432953698
31.87,-0.00269118243436758
31.88,-0.002401488453177
31.89,-0.00210252908490264
31.9,-0.0017940239248194
31.91,-0.00147569595376808
31.92,-0.00114727202968774
31.93,-0.000808483380731328
31.94,-0.000459066099214854
31.95,-9.87616356524216e-05
31.96,0.000272682707886577
31.97,0.000655513285839141
31.98,0.00104996961942036
31.99,0.0014562839098395
32,0.00187468055525615
32.01,0.00230537567222823
32.02,0.00274857662242334
32.03,0.00320448154536101
32.04,0.00367327889794121
32.05,0.00415514700152489
32.06,0.00465025359732346
32.07,0.00515875541082015
32.08,0.00568079772599823
32.09,0.00621651397007828
32.1,0.00676602530950113
32.11,0.0073294402578538
32.12,0.00790685429646257
32.13,0.00849834950830735
32.14,0.00910399422594971
32.15,0.00972384269413761
32.16,0.0103579347477077
32.17,0.0110062955054261
32.18,0.0116689350803764
32.19,0.0123458483074652
32.2,0.0130370144886427
32.21,0.0137423971563514
32.22,0.0144619438557648
32.23,0.0151955859462935
32.24,0.0159432384228495
32.25,0.0167047997573282
32.26,0.0174801517607396
32.27,0.0182691594663831
32.28,0.0190716710344585
32.29,0.0198875176784696
32.3,0.0207165136137266
32.31,0.0215584560282598
32.32,0.022413125076412
32.33,0.0232802838953363
32.34,0.0241596786446206
32.35,0.0250510385692083
32.36,0.0259540760857669
32.37,0.0268684868926141
32.38,0.0277939501032924
32.39,0.0287301284038388
32.4,0.0296766682337711
32.41,0.0306331999907822
32.42,0.0315993382590802
32.43,0.0325746820613215
32.44,0.0335588151339999
32.45,0.0345513062261705
32.46,0.0355517094213052
32.47,0.0365595644820945
32.48,0.037574397217936
32.49,0.0385957198748341
32.5,0.0396230315474115
32.51,0.0406558186126819
32.52,0.0416935551852135
32.53,0.0427357035932735
32.54,0.0437817148755263
32.55,0.0448310292978105
32.56,0.0458830768894835
32.57,0.0469372779988332
32.58,0.0479930438669715
32.59,0.0490497772196328
32.6,0.0501068728762519
32.61,0.0511637183756933
32.62,0.0522196946179416
32.63,0.0532741765210622
32.64,0.0543265336927004
32.65,0.0553761311153916
32.66,0.0564223298448762
32.67,0.0574644877206421
32.68,0.0585019600878788
32.69,0.0595341005299852
32.7,0.0605602616107833
32.71,0.0615797956255503
32.72,0.0625920553599794
32.73,0.0635963948561352
32.74,0.0645921701844853
32.75,0.0655787402210572
32.76,0.0665554674287575
32.77,0.0675217186418749
32.78,0.068476865852781
32.79,0.0694202869998475
32.8,0.0703513667555491
32.81,0.0712694973137583
32.82,0.0721740791751973
32.83,0.0730645219300395
32.84,0.0739402450366134
32.85,0.0748006785951789
32.86,0.0756452641157633
32.87,0.0764734552789911
32.88,0.0772847186889039
32.89,0.0780785346167193
32.9,0.0788543977345274
32.91,0.0796118178378753
32.92,0.0803503205562564
32.93,0.081069448050475
32.94,0.0817687596959122
32.95,0.0824478327506863
32.96,0.0831062630077544
32.97,0.0837436654299902
32.98,0.084359674767288
32.99,0.0849539461547679
33,0.0855261556911779
33.01,0.0860760009965996
33.02,0.0866032017485722
33.03,0.087107500195801
33.04,0.0875886616486166
33.05,0.0880464749453805
33.06,0.0884807528940481
33.07,0.0888913326881532
33.08,0.0892780762964732
33.09,0.0896408708256806
33.1,0.0899796288553074
33.11,0.0902942887444032
33.12,0.0905848149092401
33.13,0.0908511980715311
33.14,0.0910934554765893
33.15,0.0913116310809378
33.16,0.0915057957088819
33.17,0.0916760471776166
33.18,0.0918225103904678
33.19,0.0919453373978859
33.2,0.0920447074258937
33.21,0.0921208268716733
33.22,0.0921739292660576
33.23,0.0922042752027164
33.24,0.0922121522338578
33.25,0.0921978747323277
33.26,0.0921617837200131
33.27,0.0921042466625027
33.28,0.0920256572299978
33.29,0.0919264350245131
33.3,0.0918070252734515
33.31,0.0916678984896557
33.32,0.091509550098118
33.33,0.0913325000295441
33.34,0.0911372922810227
33.35,0.0909244944440747
33.36,0.0906946972004501
33.37,0.0904485137859953
33.38,0.0901865794230509
33.39,0.0899095507218103
33.4,0.0896181050511431
33.41,0.0893129398794244
33.42,0.0889947720859411
33.43,0.0886643372435013
33.44,0.0883223888728918
33.45,0.0879696976698922
33.46,0.0876070507055696
33.47,0.0872352506006229
33.48,0.0868551146745938
33.49,0.0864674740707689
33.5,0.0860731728576697
33.51,0.085673067108027
33.52,0.0852680239561812
33.53,0.084858920634909
33.54,0.0844466434926344
33.55,0.0840320869921187
33.56,0.0836161526916457
33.57,0.0831997482098157
33.58,0.0827837861750744
33.59,0.082369183161096
33.6,0.081956858609213
33.61,0.0815477337390625
33.62,0.0811427304486784
33.63,0.0807427702052341
33.64,0.0803487729277257
33.65,0.0799616558628101
33.66,0.0795823324551296
33.67,0.0792117112133781
33.68,0.0788506945734448
33.69,0.0785001777599423
33.7,0.0781610476474382
33.71,0.0778341816227584
33.72,0.0775204464496591
33.73,0.0772206971372582
33.74,0.0769357758135408
33.75,0.07666651060532
33.76,0.0764137145259808
33.77,0.0761781843723707
33.78,0.0759606996321784
33.79,0.0757620214031378
33.8,0.0755828913253993
33.81,0.0754240305283951
33.82,0.075286138593492
33.83,0.0751698925337724
33.84,0.0750759457922038
33.85,0.075004927259481
33.86,0.0749574403128134
33.87,0.0749340618768749
33.88,0.0749353415081597
33.89,0.0749618005039333
33.9,0.0750139310369499
33.91,0.0750921953171097
33.92,0.0751970247811627
33.93,0.0753288193115697
33.94,0.0754879464855874
33.95,0.0756747408556278
33.96,0.0758895032618885
33.97,0.0761325001782409
33.98,0.0764039630923187
33.99,0.076704087920706
34,0.077033034460114
34.01,0.0773909258753498
34.02,0.077777848224914
34.03,0.078193850024934
34.04,0.0786389418521879
34.05,0.0791130959868657
34.06,0.0796162460956951
34.07,0.0801482869560436
34.08,0.0807090742214951
34.09,0.0812984242294272
34.1,0.081916113851028
34.11,0.0825618803841382
34.12,0.0832354214892965
34.13,0.0839363951692652
34.14,0.084664419792314
34.15,0.0854190741594505
34.16,0.0861998976157678
34.17,0.0870063902059933
34.18,0.0878380128743225
34.19,0.0886941877085206
34.2,0.0895742982282449
34.21,0.090477689717503
34.22,0.091403669601094
34.23,0.092351507864819
34.24,0.0933204375192249
34.25,0.0943096551065788
34.26,0.0953183212507052
34.27,0.0963455612492941
34.28,0.0973904657082286
34.29,0.0984520912174193
34.3,0.0995294610675892
34.31,0.100621566007419
34.32,0.101727365040393
34.33,0.102845786260652
34.34,0.103975727727089
34.35,0.105116058374931
34.36,0.106265618963922
34.37,0.107423223062277
34.38,0.108587658065421
34.39,0.109757686248593
34.4,0.110932045852277
34.41,0.112109452199409
34.42,0.113288598843271
34.43,0.114468158744941
34.44,0.115646785479122
34.45,0.116823114467158
34.46,0.117995764235964
34.47,0.11916333770166
34.48,0.120324423476523
34.49,0.121477597197967
34.5,0.122621422878194
34.51,0.123754454273076
34.52,0.12487523626889
34.53,0.125982306285448
34.54,0.127074195694118
34.55,0.128149431249326
34.56,0.129206536531938
34.57,0.130244033403053
34.58,0.131260443466653
34.59,0.132254289539527
34.6,0.133224097126931
34.61,0.134168395902373
34.62,0.13508572118995
34.63,0.135974615447626
34.64,0.136833629749852
34.65,0.137661325267921
34.66,0.138456274746444
34.67,0.139217063974327
34.68,0.139942293248676
34.69,0.140630578829964
34.7,0.141280554386936
34.71,0.141890872429586
34.72,0.142460205728685
34.73,0.142987248720248
34.74,0.143470718893405
34.75,0.143909358160113
34.76,0.144301934205205
34.77,0.144647241815254
34.78,0.144944104184756
34.79,0.145191374198192
34.8,0.145387935686494
34.81,0.145532704656532
34.82,0.145624630492199
34.83,0.145662697125763
34.84,0.145645924178132
34.85,0.145573368066752
34.86,0.145444123079851
34.87,0.145257322415826
34.88,0.145012139186561
34.89,0.144707787383523
34.9,0.144343522805517
34.91,0.143918643947047
34.92,0.143432492846214
34.93,0.142884455891193
34.94,0.142273964584316
34.95,0.141600496262889
34.96,0.14086357477587
34.97,0.1400627711156
34.98,0.139197704003853
34.99,0.138268040431472
35,0.137273496150958
35.01,0.136213836121376
35.02,0.135088874905066
35.03,0.133898477015634
35.04,0.13264255721676
35.05,0.13132108077148
35.06,0.129934063641562
35.07,0.128481572636705
35.08,0.126963725513348
35.09,0.12538069102289
35.1,0.123732688909244
35.11,0.122019989855626
35.12,0.120242915380601
35.13,0.118401837683444
35.14,0.116497179438902
35.15,0.114529413541543
35.16,0.112499062799914
35.17,0.110406699580784
35.18,0.108252945403793
35.19,0.106038470486928
35.2,0.103763993243232
35.21,0.101430279729288
35.22,0.0990381430459898
35.23,0.0965884426922343
35.24,0.0940820838721918
35.25,0.0915200167568491
35.26,0.0889032357006034
35.27,0.0862327784137198
35.28,0.0835097250915097
35.29,0.0807351975011357
35.3,0.0779103580270128
35.31,0.075036408675816
35.32,0.0721145900421102
35.33,0.0691461802357398
35.34,0.0661324937720883
35.35,0.0630748804264064
35.36,0.0599747240533797
35.37,0.0568334413732697
35.38,0.0536524807258566
35.39,0.0504333207935418
35.4,0.0471774692949777
35.41,0.0438864616506078
35.42,0.0405618596215748
35.43,0.0372052499234032
35.44,0.0338182428160037
35.45,0.0304024706714755
35.46,0.0269595865212436
35.47,0.0234912625841032
35.48,0.0199991887767421
35.49,0.0164850712083636
35.5,0.0129506306609776
35.51,0.00939760105704543
35.52,0.00582772791608809
35.53,0.00224276680194908
35.54,-0.0013555182376833
35.55,-0.00496535623773963
35.56,-0.00858497088659356
35.57,-0.0122125820995605
35.58,-0.0158464075933521
35.59,-0.0194846644598337
35.6,-0.0231255707373689
35.61,-0.0267673469781288
35.62,-0.0304082178096072
35.63,-0.0340464134887501
35.64,-0.0376801714470008
35.65,-0.041307737824638
35.66,-0.0449273689927582
35.67,-0.0485373330612855
35.68,-0.0521359113714453
35.69,-0.0557213999710604
35.7,-0.059292111071169
35.71,-0.0628463744823801
35.72,-0.0663825390295049
35.73,-0.0698989739429351
35.74,-0.0733940702253087
35.75,-0.0768662419920939
35.76,-0.0803139277846058
35.77,-0.0837355918541674
35.78,-0.0871297254160309
35.79,-0.0904948478718152
35.8,-0.0938295079991399
35.81,-0.0971322851072947
35.82,-0.100401790157734
35.83,-0.103636666848271
35.84,-0.106835592659857
35.85,-0.109997279864931
35.86,-0.113120476496303
35.87,-0.116203967275616
35.88,-0.119246574500494
35.89,-0.122247158889474
35.9,-0.125204620383956
35.91,-0.128117898906364
35.92,-0.130985975073818
35.93,-0.133807870866667
35.94,-0.136582650251251
35.95,-0.139309419756351
35.96,-0.141987329002809
35.97,-0.144615571185899
35.98,-0.147193383510001
35.99,-0.149720047575286
36,-0.152194889716119
36.01,-0.154617281290919
36.02,-0.156986638923337
36.03,-0.159302424694617
36.04,-0.16156414628709
36.05,-0.163771357078776
36.06,-0.165923656189158
36.07,-0.168020688476229
36.08,-0.170062144484975
36.09,-0.172047760347504
36.1,-0.173977317635082
36.11,-0.175850643162442
36.12,-0.177667608744677
36.13,-0.179428130907225
36.14,-0.181132170549345
36.15,-0.182779732561723
36.16,-0.184370865398694
36.17,-0.185905660605783
36.18,-0.187384252303241
36.19,-0.188806816626295
36.2,-0.190173571122913
36.21,-0.191484774109915
36.22,-0.192740723988304
36.23,-0.193941758518732
36.24,-0.195088254058085
36.25,-0.196180624758181
36.26,-0.197219321727622
36.27,-0.198204832157928
36.28,-0.199137678415022
36.29,-0.200018417097282
36.3,-0.200847638061328
36.31,-0.201625963416784
36.32,-0.202354046491317
36.33,-0.203032570767159
36.34,-0.203662248790562
36.35,-0.204243821055424
36.36,-0.204778054862551
36.37,-0.20526574315591
36.38,-0.205707703337315
36.39,-0.206104776061004
36.4,-0.206457824009564
36.41,-0.206767730652673
36.42,-0.207035398990196
36.43,-0.207261750281123
36.44,-0.207447722759862
36.45,-0.207594270341473
36.46,-0.207702361317323
36.47,-0.207772977042764
36.48,-0.207807110618358
36.49,-0.207805765566223
36.5,-0.207769954503066
36.51,-0.207700697811415
36.52,-0.207599022310671
36.53,-0.207465959929483
36.54,-0.207302546381004
36.55,-0.207109819842566
36.56,-0.20688881964129
36.57,-0.206640584947163
36.58,-0.206366153475057
36.59,-0.206066560197193
36.6,-0.205742836067507
36.61,-0.205396006759377
36.62,-0.205027091418125
36.63,-0.204637101429709
36.64,-0.204227039206978
36.65,-0.203797896994875
36.66,-0.203350655695861
36.67,-0.202886283716933
36.68,-0.202405735839443
36.69,-0.201909952112997
36.7,-0.201399856774628
36.71,-0.200876357194431
36.72,-0.200340342848762
36.73,-0.199792684322148
36.74,-0.199234232338942
36.75,-0.198665816825758
36.76,-0.198088246005673
36.77,-0.197502305525128
36.78,-0.196908757614444
36.79,-0.196308340282815
36.8,-0.195701766548562
36.81,-0.195089723705461
36.82,-0.194472872625838
36.83,-0.19385184710112
36.84,-0.193227253220473
36.85,-0.192599668788115
36.86,-0.191969642779828
36.87,-0.191337694839168
36.88,-0.190704314813801
36.89,-0.190069962332374
36.9,-0.189435066422216
36.91,-0.188800025168211
36.92,-0.188165205413061
36.93,-0.187530942499092
36.94,-0.186897540051817
36.95,-0.186265269805269
36.96,-0.185634371469189
36.97,-0.185005052638035
36.98,-0.18437748874177
36.99,-0.183751823038288
37,-0.183128166647347
37.01,-0.182506598625783
37.02,-0.18188716608374
37.03,-0.181269884341644
37.04,-0.18065473712751
37.05,-0.180041676814249
37.06,-0.179430624696457
37.07,-0.178821471306266
37.08,-0.178214076767652
37.09,-0.177608271188669
37.1,-0.177003855090966
37.11,-0.176400599875899
37.12,-0.175798248326582
37.13,-0.175196515145077
37.14,-0.174595087523959
37.15,-0.173993625751448
37.16,-0.173391763849198
37.17,-0.172789110241902
37.18,-0.172185248457741
37.19,-0.171579737858715
37.2,-0.170972114399891
37.21,-0.170361891416499
37.22,-0.169748560437842
37.23,-0.16913159202693
37.24,-0.168510436644734
37.25,-0.167884525537895
37.26,-0.167253271648783
37.27,-0.166616070546661
37.28,-0.1659723013788
37.29,-0.165321327840303
37.3,-0.164662499161398
37.31,-0.163995151110955
37.32,-0.163318607014963
37.33,-0.162632178788668
37.34,-0.161935167981093
37.35,-0.161226866830643
37.36,-0.160506559330486
37.37,-0.159773522302366
37.38,-0.15902702647759
37.39,-0.1582663375838
37.4,-0.157490717436258
37.41,-0.156699425032285
37.42,-0.155891717647567
37.43,-0.155066851932988
37.44,-0.154224085010673
37.45,-0.153362675567968
37.46,-0.152481884948028
37.47,-0.151580978235742
37.48,-0.150659225337716
37.49,-0.149715902055063
37.5,-0.148750291147721
37.51,-0.147761683389115
37.52,-0.146749378609908
37.53,-0.145712686729659
37.54,-0.144650928775215
37.55,-0.143563437884691
37.56,-0.142449560295881
37.57,-0.141308656318019
37.58,-0.140140101285796
37.59,-0.13894328649457
37.6,-0.137717620115768
37.61,-0.136462528091443
37.62,-0.135177455007041
37.63,-0.133861864941444
37.64,-0.13251524229336
37.65,-0.131137092583206
37.66,-0.129726943229621
37.67,-0.128284344299852
37.68,-0.126808869233162
37.69,-0.125300115536607
37.7,-0.123757705452442
37.71,-0.122181286596495
37.72,-0.1205705325669
37.73,-0.118925143522603
37.74,-0.117244846731098
37.75,-0.115529397084875
37.76,-0.113778577586138
37.77,-0.111992199799345
37.78,-0.110170104271215
37.79,-0.108312160917818
37.8,-0.10641826937849
37.81,-0.104488359336294
37.82,-0.10252239080479
37.83,-0.100520354380966
37.84,-0.0984822714641811
37.85,-0.0964081944410225
37.86,-0.0942982068360195
37.87,-0.0921524234282074
37.88,-0.0899709903335782
37.89,-0.0877540850534622
37.9,-0.0855019164889573
37.91,-0.0832147249215708
37.92,-0.080892781960236
37.93,-0.0785363904549412
37.94,-0.0761458843772241
37.95,-0.0737216286678596
37.96,-0.0712640190520382
37.97,-0.0687734818224474
37.98,-0.0662504735906326
37.99,-0.0636954810071308
38,-0.0611090204507794
38.01,-0.0584916376878051
38.02,-0.0558439075011516
38.03,-0.0531664332906942
38.04,-0.0504598466448928
38.05,-0.0477248068845396
38.06,-0.0449620005792982
38.07,-0.0421721410376607
38.08,-0.0393559677711006
38.09,-0.0365142459331371
38.1,-0.033647765734089
38.11,-0.030757341832303
38.12,-0.0278438127026708
38.13,-0.0249080399832796
38.14,-0.021950907801044
38.15,-0.018973322077174
38.16,-0.0159762098134053
38.17,-0.0129605183598674
38.18,-0.0099272146655085
38.19,-0.00687728451203714
38.2,-0.00381173173229463
38.21,-0.000731577414036962
38.22,0.00236214090993054
38.23,0.00546837008427567
38.24,0.00858604216532968
38.25,0.0117140752660075
38.26,0.014851374410406
38.27,0.0179968323971355
38.28,0.0211493306703616
38.29,0.0243077401975944
38.3,0.0274709223531923
38.31,0.0306377298066203
38.32,0.0338070074144715
38.33,0.0369775931152586
38.34,0.0401483188260046
38.35,0.0433180113396612
38.36,0.046485493222409
38.37,0.0496495837098699
38.38,0.0528090996013007
38.39,0.0559628561508257
38.4,0.0591096679548313
38.41,0.0622483498345818
38.42,0.0653777177131614
38.43,0.0684965894859499
